39, 13, Never-married, Adm-clerical, Not-in-family, White, 0, 40, United-States, <=50K
44,9, Married-civ-spouse, Craft-repair, Husband, White,0,70, United-States, >50K
52,14, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
42,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo,0,40, United-States, <=50K
34,7, Married-civ-spouse, Transport-moving, Husband, White,0,50, United-States, <=50K
27,10, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
37,9, Never-married, Machine-op-inspct, Not-in-family, Black,0,40, United-States, <=50K
39,14, Married-civ-spouse, Prof-specialty, Other-relative, Other,0,38, United-States, >50K
26,9, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
48,14, Married-civ-spouse, Exec-managerial, Wife, White,1902,38, United-States, >50K
57,9, Divorced, Sales, Unmarried, White,0,28, United-States, <=50K
36,11, Separated, Exec-managerial, Not-in-family, White,0,48, United-States, <=50K
27,13, Never-married, Sales, Not-in-family, White,0,40, United-States, <=50K
17,7, Never-married, Handlers-cleaners, Own-child, White,0,15, United-States, <=50K
30,3, Married-civ-spouse, Craft-repair, Husband, White,0,40, Mexico, <=50K
37,11, Married-civ-spouse, Adm-clerical, Wife, Black,0,48, United-States, >50K
31,13, Never-married, Sales, Own-child, White,0,40, United-States, <=50K
23,12, Never-married, Adm-clerical, Not-in-family, White,0,20, United-States, <=50K
32,6, Never-married, Craft-repair, Other-relative, White,0,45, United-States, <=50K
58,9, Married-civ-spouse, Sales, Husband, White,0,40, United-States, >50K
31,9, Never-married, Other-service, Unmarried, White,0,8, United-States, <=50K
44,13, Married-civ-spouse, Exec-managerial, Husband, Black,0,40, United-States, >50K
39,13, Divorced, Tech-support, Unmarried, Black,625,40, United-States, <=50K
59,9, Married-civ-spouse, Craft-repair, Husband, White,1485,45, United-States, >50K
42,13, Married-civ-spouse, Transport-moving, Husband, White,0,48, United-States, >50K
45,9, Married-civ-spouse, Adm-clerical, Husband, White,0,35, United-States, <=50K
20,9, Never-married, Craft-repair, Not-in-family, White,0,35, United-States, <=50K
35,9, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
50,12, Married-civ-spouse, Tech-support, Husband, Black,0,40, United-States, <=50K
56,9, Never-married, Handlers-cleaners, Own-child, White,0,28, United-States, <=50K
48,11, Married-civ-spouse, Sales, Husband, White,0,40, United-States, >50K
58,14, Widowed, Other-service, Not-in-family, White,0,15, United-States, <=50K
32,11, Married-civ-spouse, Craft-repair, Husband, White,0,50, United-States, <=50K
23,10, Never-married, Sales, Own-child, White,0,12, United-States, <=50K
48,9, Divorced, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
33,9, Divorced, Protective-serv, Not-in-family, White,0,70, United-States, <=50K
48,13, Never-married, Prof-specialty, Not-in-family, White,0,45, Mexico, <=50K
55,9, Widowed, Other-service, Not-in-family, White,0,35, Italy, <=50K
40,11, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo,0,40, United-States, <=50K
50,10, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
52,6, Married-civ-spouse, Craft-repair, Husband, White,0,35, United-States, <=50K
19,9, Never-married, Other-service, Not-in-family, White,0,30, United-States, <=50K
55,6, Married-civ-spouse, Sales, Husband, White,0,50, United-States, >50K
36,15, Married-civ-spouse, Sales, Husband, White,0,30, United-States, >50K
39,13, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander,0,40, Philippines, >50K
22,10, Never-married, Adm-clerical, Unmarried, White,0,40, United-States, <=50K
44,13, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, >50K
34,9, Divorced, Craft-repair, Not-in-family, White,1408,38, United-States, <=50K
33,10, Married-civ-spouse, Other-service, Husband, White,0,50, United-States, <=50K
55,14, Divorced, Prof-specialty, Not-in-family, White,0,40, United-States, >50K
35,14, Married-civ-spouse, Exec-managerial, Husband, White,0,45, United-States, >50K
50,7, Widowed, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
43,10, Divorced, Adm-clerical, Unmarried, Black,0,40, United-States, <=50K
29,11, Never-married, Tech-support, Not-in-family, White,0,40, United-States, <=50K
56,10, Married-civ-spouse, Transport-moving, Husband, Black,0,40, United-States, <=50K
33,13, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
24,9, Married-civ-spouse, Sales, Husband, White,0,50, United-States, <=50K
46,11, Divorced, Sales, Unmarried, White,0,40, United-States, <=50K
60,9, Married-civ-spouse, Adm-clerical, Wife, White,0,15, United-States, >50K
48,14, Married-civ-spouse, Other-service, Husband, White,0,40, United-States, <=50K
65,7, Married-civ-spouse, Transport-moving, Husband, White,0,35, United-States, <=50K
29,9, Never-married, Handlers-cleaners, Not-in-family, White,1408,40, United-States, <=50K
42,9, Married-civ-spouse, Transport-moving, Husband, White,1740,43, United-States, <=50K
44,15, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
73,10, Married-civ-spouse, Sales, Husband, White,0,6, United-States, >50K
21,10, Never-married, Tech-support, Not-in-family, White,0,50, United-States, <=50K
32,9, Married-civ-spouse, Farming-fishing, Husband, White,1902,55, United-States, >50K
43,14, Married-civ-spouse, Protective-serv, Husband, White,0,35, United-States, >50K
21,9, Never-married, Craft-repair, Not-in-family, Black,0,32, United-States, <=50K
30,10, Separated, Transport-moving, Not-in-family, White,0,20, United-States, <=50K
54,13, Married-civ-spouse, Tech-support, Husband, White,0,48, United-States, <=50K
19,10, Never-married, Other-service, Own-child, White,0,15, United-States, <=50K
55,10, Married-civ-spouse, Adm-clerical, Wife, White,0,37, United-States, <=50K
20,10, Never-married, Sales, Own-child, White,0,28, United-States, <=50K
53,13, Married-civ-spouse, Exec-managerial, Husband, White,0,40, Greece, <=50K
51,14, Never-married, Prof-specialty, Not-in-family, White,0,55, United-States, >50K
33,9, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
62,10, Widowed, Priv-house-serv, Unmarried, White,0,40, United-States, <=50K
24,9, Never-married, Other-service, Own-child, White,0,30, United-States, <=50K
17,5, Never-married, Sales, Own-child, White,0,40, United-States, <=50K
26,10, Never-married, Adm-clerical, Not-in-family, White,0,45, United-States, <=50K
36,9, Divorced, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
32,6, Married-civ-spouse, Exec-managerial, Wife, White,0,35, United-States, <=50K
58,16, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
38,13, Married-civ-spouse, Tech-support, Husband, White,0,40, United-States, >50K
72,9, Married-spouse-absent, Machine-op-inspct, Unmarried, White,0,40, ?, <=50K
26,9, Divorced, Adm-clerical, Own-child, White,0,40, United-States, <=50K
45,9, Widowed, ?, Unmarried, White,0,38, United-States, <=50K
72,11, Widowed, ?, Not-in-family, White,0,30, United-States, <=50K
60,10, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
27,9, Married-civ-spouse, Sales, Husband, White,0,50, Guatemala, <=50K
38,11, Married-civ-spouse, Machine-op-inspct, Husband, White,0,48, United-States, >50K
37,10, Married-civ-spouse, Sales, Husband, White,1485,44, United-States, >50K
28,10, Never-married, Adm-clerical, Own-child, White,0,40, United-States, <=50K
38,13, Married-civ-spouse, Sales, Husband, White,0,40, United-States, >50K
29,9, Married-civ-spouse, Sales, Husband, White,0,60, United-States, >50K
19,9, Never-married, Other-service, Own-child, White,1721,40, United-States, <=50K
28,13, Never-married, Handlers-cleaners, Other-relative, White,0,25, United-States, <=50K
70,13, Divorced, ?, Not-in-family, White,0,7, United-States, <=50K
40,9, Married-civ-spouse, Craft-repair, Husband, White,0,50, United-States, >50K
26,11, Divorced, Craft-repair, Own-child, White,0,40, United-States, <=50K
43,12, Married-civ-spouse, Sales, Husband, Black,0,60, United-States, <=50K
29,10, Married-civ-spouse, Adm-clerical, Wife, White,0,40, United-States, >50K
25,10, Married-civ-spouse, Protective-serv, Husband, Black,0,40, United-States, <=50K
29,9, Married-civ-spouse, Machine-op-inspct, Husband, Black,0,40, United-States, >50K
60,2, Divorced, Craft-repair, Not-in-family, Other,0,38, Dominican-Republic, <=50K
31,13, Married-civ-spouse, Adm-clerical, Wife, White,0,40, United-States, <=50K
51,4, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
18,10, Never-married, Adm-clerical, Own-child, White,0,15, United-States, <=50K
36,13, Divorced, Tech-support, Unmarried, White,0,20, United-States, <=50K
35,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander,0,40, Philippines, >50K
48,13, Divorced, Adm-clerical, Own-child, White,0,38, United-States, >50K
78,4, Married-civ-spouse, Farming-fishing, Husband, White,0,25, United-States, <=50K
72,13, Married-civ-spouse, Protective-serv, Husband, White,0,17, United-States, <=50K
24,10, Never-married, Exec-managerial, Own-child, White,0,40, United-States, <=50K
58,7, Married-civ-spouse, ?, Husband, White,0,16, United-States, <=50K
36,7, Never-married, Protective-serv, Not-in-family, Black,0,40, United-States, >50K
48,10, Married-civ-spouse, Handlers-cleaners, Husband, White,0,30, United-States, <=50K
28,9, Divorced, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
26,14, Never-married, Other-service, Own-child, White,0,40, United-States, <=50K
29,13, Never-married, Sales, Not-in-family, White,0,60, United-States, <=50K
47,3, Married-civ-spouse, Other-service, Husband, Black,0,40, Jamaica, <=50K
50,13, Divorced, Exec-managerial, Not-in-family, White,0,50, United-States, >50K
35,3, Never-married, Craft-repair, Not-in-family, White,0,40, Mexico, <=50K
17,7, Never-married, Transport-moving, Own-child, White,0,20, United-States, <=50K
41,10, Married-civ-spouse, Craft-repair, Husband, White,0,48, United-States, >50K
37,9, Married-civ-spouse, Transport-moving, Husband, White,0,42, United-States, <=50K
35,9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo,0,40, United-States, <=50K
56,4, Married-civ-spouse, Craft-repair, Husband, White,0,40, Portugal, <=50K
23,10, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
33,12, Divorced, Prof-specialty, Unmarried, White,0,32, United-States, <=50K
79,9, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
28,13, Never-married, Prof-specialty, Not-in-family, Black,0,40, United-States, <=50K
55,7, Divorced, Sales, Own-child, White,0,20, United-States, <=50K
59,14, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, <=50K
22,13, Never-married, Prof-specialty, Own-child, White,0,40, United-States, <=50K
19,7, Never-married, Sales, Own-child, Asian-Pac-Islander,0,19, Philippines, <=50K
41,3, Married-spouse-absent, Farming-fishing, Not-in-family, White,0,35, Mexico, <=50K
32,11, Married-civ-spouse, Adm-clerical, Husband, White,0,40, Italy, <=50K
67,4, Married-civ-spouse, ?, Husband, White,0,40, United-States, <=50K
45,9, Divorced, Other-service, Unmarried, White,0,35, United-States, <=50K
61,3, Married-civ-spouse, Farming-fishing, Other-relative, White,0,45, Mexico, <=50K
34,13, Never-married, Sales, Not-in-family, White,0,40, United-States, <=50K
43,11, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
38,13, Married-civ-spouse, Adm-clerical, Husband, White,0,50, United-States, >50K
35,16, Married-civ-spouse, Prof-specialty, Husband, White,0,60, United-States, <=50K
65,9, Divorced, Protective-serv, Not-in-family, White,0,20, United-States, <=50K
24,13, Married-civ-spouse, Exec-managerial, Husband, White,0,55, England, >50K
37,9, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
34,10, Married-civ-spouse, Farming-fishing, Husband, White,0,50, United-States, <=50K
42,9, Married-civ-spouse, Transport-moving, Husband, White,0,60, United-States, >50K
18,4, Never-married, Other-service, Own-child, White,0,40, United-States, <=50K
43,10, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo,0,15, United-States, <=50K
31,10, Married-civ-spouse, Other-service, Husband, White,0,40, United-States, >50K
19,10, Never-married, Sales, Own-child, White,0,20, United-States, <=50K
40,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander,0,50, China, <=50K
32,13, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
47,10, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
32,10, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
46,16, Separated, Prof-specialty, Not-in-family, White,0,35, United-States, <=50K
40,13, Married-civ-spouse, Exec-managerial, Husband, White,0,65, United-States, >50K
36,13, Never-married, Craft-repair, Not-in-family, White,0,35, United-States, <=50K
33,11, Married-civ-spouse, Sales, Husband, White,0,36, United-States, <=50K
23,3, Never-married, Transport-moving, Not-in-family, White,0,35, United-States, <=50K
21,6, Separated, Machine-op-inspct, Own-child, White,0,40, United-States, <=50K
40,9, Married-civ-spouse, Other-service, Wife, Black,0,32, United-States, <=50K
53,16, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
20,10, Never-married, ?, Own-child, White,0,15, United-States, <=50K
53,10, Married-civ-spouse, Transport-moving, Husband, White,0,72, United-States, <=50K
58,5, Married-civ-spouse, Handlers-cleaners, Husband, Black,0,60, United-States, <=50K
51,9, Married-civ-spouse, Sales, Husband, White,0,55, United-States, >50K
31,9, Married-civ-spouse, Other-service, Husband, White,0,65, United-States, <=50K
35,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
23,7, Never-married, ?, Own-child, Amer-Indian-Eskimo,0,40, United-States, <=50K
31,10, Divorced, Adm-clerical, Not-in-family, White,0,35, United-States, <=50K
21,10, Never-married, Other-service, Unmarried, White,0,35, United-States, <=50K
39,14, Married-civ-spouse, Craft-repair, Husband, White,0,55, United-States, >50K
36,15, Married-civ-spouse, Prof-specialty, Wife, White,0,45, United-States, >50K
51,6, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
18,7, Never-married, Other-service, Own-child, White,0,12, United-States, <=50K
32,10, Divorced, Adm-clerical, Not-in-family, White,0,48, United-States, <=50K
56,13, Divorced, Other-service, Not-in-family, White,0,32, United-States, <=50K
35,12, Never-married, Protective-serv, Not-in-family, White,0,40, United-States, <=50K
63,8, Widowed, Sales, Unmarried, White,0,40, United-States, <=50K
61,9, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, >50K
23,10, Never-married, Other-service, Own-child, White,0,40, United-States, <=50K
52,14, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
19,9, Never-married, Sales, Not-in-family, White,0,50, United-States, <=50K
33,14, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
35,13, Married-civ-spouse, Sales, Husband, Black,0,50, United-States, <=50K
35,9, Divorced, Transport-moving, Not-in-family, White,0,60, United-States, >50K
38,15, Married-civ-spouse, Prof-specialty, Wife, White,0,40, United-States, <=50K
23,13, Never-married, Adm-clerical, Not-in-family, White,0,60, United-States, <=50K
22,11, Divorced, Tech-support, Not-in-family, White,0,60, United-States, <=50K
20,9, Never-married, Handlers-cleaners, Not-in-family, White,0,40, United-States, <=50K
19,9, Never-married, Handlers-cleaners, Not-in-family, White,0,40, United-States, <=50K
47,9, Married-civ-spouse, Machine-op-inspct, Husband, Black,0,40, United-States, >50K
59,7, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
38,9, Never-married, Sales, Own-child, White,0,40, United-States, <=50K
36,9, Married-civ-spouse, Other-service, Husband, White,0,50, United-States, <=50K
27,3, Never-married, Other-service, Other-relative, White,0,40, Mexico, <=50K
24,11, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
35,9, Never-married, Other-service, Own-child, Black,0,35, Jamaica, <=50K
22,10, Never-married, Other-service, Other-relative, Black,0,39, Haiti, <=50K
37,9, Married-civ-spouse, Transport-moving, Husband, White,0,52, United-States, <=50K
36,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
28,9, Separated, Other-service, Not-in-family, White,0,25, United-States, <=50K
55,9, Married-civ-spouse, Sales, Wife, White,0,50, United-States, <=50K
29,3, Married-civ-spouse, ?, Wife, White,0,40, United-States, <=50K
32,13, Married-civ-spouse, Sales, Husband, White,0,44, United-States, <=50K
66,10, Divorced, ?, Other-relative, White,0,35, United-States, <=50K
47,10, Married-spouse-absent, Craft-repair, Other-relative, White,0,45, United-States, <=50K
23,13, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
50,14, Divorced, Prof-specialty, Not-in-family, White,0,45, United-States, <=50K
40,9, Married-civ-spouse, Farming-fishing, Husband, White,0,84, United-States, <=50K
51,9, Never-married, Machine-op-inspct, Not-in-family, White,1590,40, United-States, <=50K
34,9, Never-married, Prof-specialty, Not-in-family, White,1669,45, United-States, <=50K
28,13, Never-married, Protective-serv, Not-in-family, White,0,40, United-States, <=50K
52,16, Married-civ-spouse, Prof-specialty, Husband, White,1887,70, Germany, >50K
39,9, Married-civ-spouse, Exec-managerial, Husband, White,0,60, United-States, >50K
43,13, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, >50K
36,13, Never-married, Prof-specialty, Own-child, White,0,35, United-States, >50K
25,13, Never-married, Prof-specialty, Own-child, White,0,15, United-States, <=50K
42,10, Divorced, Adm-clerical, Unmarried, White,0,38, United-States, <=50K
35,10, Married-civ-spouse, Transport-moving, Husband, White,0,40, Germany, <=50K
43,14, Married-civ-spouse, Exec-managerial, Husband, White,0,53, United-States, >50K
34,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
50,13, Married-civ-spouse, Exec-managerial, Husband, White,0,38, United-States, >50K
30,10, Married-civ-spouse, Transport-moving, Husband, White,0,60, United-States, <=50K
44,14, Married-civ-spouse, Prof-specialty, Husband, White,0,44, United-States, >50K
52,11, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
35,12, Married-civ-spouse, Sales, Husband, White,0,60, United-States, <=50K
36,11, Divorced, Prof-specialty, Not-in-family, White,0,40, United-States, >50K
30,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander,0,52, Taiwan, <=50K
36,13, Married-civ-spouse, Sales, Husband, White,0,45, United-States, >50K
39,13, Never-married, Exec-managerial, Not-in-family, White,0,40, United-States, <=50K
25,2, Married-civ-spouse, Farming-fishing, Husband, White,0,96, Mexico, <=50K
26,13, Never-married, Tech-support, Not-in-family, White,0,40, United-States, <=50K
20,9, Never-married, Sales, Own-child, Black,0,20, United-States, <=50K
20,10, Never-married, Protective-serv, Own-child, White,0,40, United-States, <=50K
70,3, Married-civ-spouse, ?, Husband, White,0,20, United-States, <=50K
26,9, Never-married, Transport-moving, Own-child, White,0,50, United-States, <=50K
24,10, Never-married, Adm-clerical, Not-in-family, Black,0,35, United-States, <=50K
48,13, Married-civ-spouse, Tech-support, Husband, White,0,40, United-States, >50K
62,9, Divorced, Priv-house-serv, Unmarried, Black,0,99, United-States, <=50K
48,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
52,13, Married-civ-spouse, Sales, Husband, White,0,40, United-States, >50K
25,13, Never-married, Sales, Not-in-family, White,0,44, United-States, <=50K
58,3, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
40,13, Never-married, Prof-specialty, Not-in-family, White,0,45, United-States, <=50K
29,10, Married-civ-spouse, ?, Wife, White,0,40, United-States, <=50K
45,4, Married-civ-spouse, Exec-managerial, Husband, White,0,52, ?, <=50K
19,10, Never-married, Other-service, Other-relative, White,0,20, United-States, <=50K
37,7, Never-married, Handlers-cleaners, Not-in-family, Black,0,40, United-States, <=50K
23,7, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, Puerto-Rico, <=50K
31,9, Divorced, Craft-repair, Not-in-family, White,0,60, United-States, <=50K
64,4, Married-civ-spouse, Craft-repair, Husband, White,0,20, United-States, <=50K
28,10, Never-married, Adm-clerical, Own-child, White,0,16, United-States, <=50K
32,9, Never-married, Craft-repair, Own-child, White,0,40, United-States, <=50K
49,10, Divorced, Adm-clerical, Not-in-family, White,0,44, United-States, <=50K
35,10, Divorced, Adm-clerical, Not-in-family, White,0,40, United-States, >50K
19,10, Never-married, ?, Own-child, White,0,35, United-States, <=50K
45,16, Married-civ-spouse, Exec-managerial, Husband, White,0,45, United-States, >50K
39,8, Married-civ-spouse, Transport-moving, Husband, White,0,70, United-States, >50K
55,10, Never-married, Adm-clerical, Not-in-family, Black,2339,45, ?, <=50K
46,13, Divorced, Other-service, Unmarried, Asian-Pac-Islander,0,60, South, >50K
19,10, Never-married, Adm-clerical, Own-child, White,0,16, United-States, <=50K
29,9, Married-civ-spouse, Machine-op-inspct, Wife, White,0,40, Scotland, <=50K
25,9, Married-civ-spouse, Protective-serv, Own-child, White,0,35, United-States, <=50K
37,13, Never-married, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
30,9, Never-married, Adm-clerical, Unmarried, White,0,40, United-States, <=50K
28,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander,0,40, Philippines, <=50K
36,10, Separated, Adm-clerical, Unmarried, Black,0,56, United-States, <=50K
32,10, Never-married, Exec-managerial, Unmarried, Black,0,35, United-States, <=50K
34,7, Never-married, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
34,9, Never-married, Adm-clerical, Not-in-family, White,0,36, United-States, <=50K
20,10, Never-married, Sales, Own-child, White,0,40, United-States, <=50K
27,14, Never-married, Transport-moving, Own-child, White,0,40, United-States, <=50K
36,9, Married-civ-spouse, Adm-clerical, Wife, White,0,40, United-States, <=50K
35,10, Married-civ-spouse, Sales, Husband, White,0,40, United-States, <=50K
37,9, Divorced, Exec-managerial, Not-in-family, White,0,35, United-States, <=50K
32,9, Married-civ-spouse, Craft-repair, Husband, White,0,50, United-States, <=50K
32,14, Never-married, Prof-specialty, Not-in-family, White,0,20, United-States, <=50K
52,9, Divorced, Sales, Not-in-family, White,0,48, United-States, <=50K
50,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
23,9, Never-married, Other-service, Not-in-family, White,0,30, United-States, <=50K
25,9, Married-civ-spouse, Craft-repair, Husband, White,0,45, United-States, <=50K
21,1, Never-married, Farming-fishing, Not-in-family, White,0,50, Mexico, <=50K
31,9, Divorced, Sales, Not-in-family, White,0,32, United-States, <=50K
31,10, Married-civ-spouse, Other-service, Wife, White,0,30, United-States, <=50K
41,11, Separated, Other-service, Not-in-family, White,0,40, United-States, <=50K
47,10, Married-civ-spouse, Tech-support, Husband, White,0,60, United-States, <=50K
20,10, Never-married, ?, Own-child, White,0,10, United-States, <=50K
20,10, Never-married, Adm-clerical, Not-in-family, White,0,45, United-States, <=50K
29,6, Divorced, Machine-op-inspct, Not-in-family, Black,0,25, United-States, <=50K
51,10, Widowed, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
30,13, Married-civ-spouse, Prof-specialty, Wife, White,0,33, United-States, >50K
23,10, Never-married, ?, Not-in-family, White,0,12, United-States, <=50K
48,13, Married-civ-spouse, Adm-clerical, Husband, White,0,35, United-States, >50K
39,9, Separated, Exec-managerial, Not-in-family, White,0,40, United-States, >50K
62,13, Married-civ-spouse, Sales, Husband, White,0,35, United-States, <=50K
22,13, Never-married, Other-service, Not-in-family, White,0,30, United-States, <=50K
46,13, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
51,14, Married-civ-spouse, Prof-specialty, Husband, White,1977,35, United-States, >50K
20,9, Never-married, Sales, Not-in-family, White,0,32, United-States, <=50K
40,12, Married-civ-spouse, Sales, Husband, White,0,50, United-States, >50K
31,13, Never-married, Tech-support, Not-in-family, White,0,40, United-States, <=50K
30,10, Never-married, Craft-repair, Own-child, White,0,40, United-States, <=50K
52,9, Married-civ-spouse, Adm-clerical, Wife, White,0,38, United-States, <=50K
20,9, Never-married, Prof-specialty, Other-relative, White,0,40, United-States, <=50K
37,11, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
65,13, Widowed, Other-service, Not-in-family, White,0,40, United-States, <=50K
40,13, Never-married, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
60,13, Married-civ-spouse, Protective-serv, Husband, White,0,48, United-States, >50K
27,9, Never-married, Craft-repair, Not-in-family, White,0,35, Ireland, <=50K
62,13, Married-civ-spouse, Sales, Husband, White,0,60, United-States, >50K
53,9, Divorced, Sales, Not-in-family, White,0,35, United-States, <=50K
38,13, Married-civ-spouse, Sales, Husband, White,0,50, United-States, >50K
49,11, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
21,9, Never-married, Machine-op-inspct, Own-child, White,0,40, United-States, <=50K
18,10, Never-married, Adm-clerical, Own-child, White,0,40, United-States, <=50K
25,13, Never-married, Prof-specialty, Other-relative, White,0,40, United-States, <=50K
36,7, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
52,9, Married-civ-spouse, Exec-managerial, Husband, White,0,55, United-States, >50K
19,10, Never-married, Tech-support, Own-child, White,0,14, United-States, <=50K
23,13, Never-married, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
63,13, Married-civ-spouse, Sales, Husband, White,0,15, United-States, <=50K
63,11, Married-civ-spouse, Other-service, Husband, White,0,45, United-States, <=50K
62,13, Divorced, Sales, Not-in-family, White,0,40, United-States, >50K
51,12, Married-civ-spouse, Sales, Husband, White,0,30, United-States, >50K
76,10, Widowed, Adm-clerical, Not-in-family, White,0,30, United-States, <=50K
50,9, Married-civ-spouse, Craft-repair, Husband, White,0,45, United-States, <=50K
45,9, Married-civ-spouse, Craft-repair, Husband, White,0,50, United-States, >50K
44,10, Divorced, Sales, Own-child, White,0,45, United-States, >50K
51,4, Married-civ-spouse, Transport-moving, Husband, Black,0,40, United-States, <=50K
42,13, Never-married, Exec-managerial, Own-child, White,0,35, United-States, <=50K
43,14, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
53,7, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
29,11, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
41,10, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
44,9, Divorced, Craft-repair, Unmarried, White,0,40, United-States, <=50K
35,6, Widowed, Other-service, Not-in-family, Black,1980,40, United-States, <=50K
27,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
35,10, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, <=50K
60,11, Widowed, Craft-repair, Not-in-family, White,0,30, United-States, <=50K
49,10, Divorced, Exec-managerial, Not-in-family, White,0,45, United-States, >50K
33,13, Married-civ-spouse, Exec-managerial, Husband, White,0,45, United-States, <=50K
35,13, Married-civ-spouse, Sales, Husband, White,0,40, United-States, >50K
31,10, Married-civ-spouse, Adm-clerical, Husband, White,0,38, United-States, <=50K
54,9, Married-civ-spouse, Adm-clerical, Husband, White,0,60, United-States, >50K
57,16, Married-civ-spouse, Prof-specialty, Husband, White,0,35, United-States, <=50K
30,5, Never-married, Craft-repair, Own-child, White,0,45, United-States, <=50K
45,6, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander,0,40, Vietnam, <=50K
41,10, Married-civ-spouse, Machine-op-inspct, Husband, White,0,42, United-States, >50K
25,13, Never-married, Other-service, Own-child, White,0,18, United-States, <=50K
51,10, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
42,3, Separated, Adm-clerical, Other-relative, White,0,40, El-Salvador, <=50K
28,11, Never-married, Handlers-cleaners, Not-in-family, White,0,45, United-States, <=50K
47,6, Married-civ-spouse, ?, Wife, White,0,20, Cuba, <=50K
53,13, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo,0,40, United-States, <=50K
