Unnamed: 0,X1,X3,X4,X6,X7,X9,X10,X11,X12,X13,X15,X17,X19,X20,X23
13992,230000,1,1,2,2,2,2,0,193112,197039,203018,202833,8000,7500,20200
13993,20000,2,2,1,2,0,2,0,17819,17244,19836,19664,2000,1500,1500
13994,170000,1,1,-2,-2,-2,-2,-2,3955,5269,1611,1608,1986,1611,2957
13995,160000,1,2,-1,3,-1,2,-1,598,598,1449,2133,0,1449,0
13996,400000,3,2,-1,-1,-2,-2,-1,92,101,-42,1058,0,0,1100
13997,340000,1,2,0,0,0,0,0,82922,81084,66897,35540,2962,2500,1000
13998,90000,3,1,1,2,3,5,5,63276,61693,83772,81487,15000,10000,1500
13999,140000,1,2,-2,-1,0,0,0,0,10626,10165,92743,1154,1000,3015
14000,280000,2,1,-2,-2,-2,-2,-2,747,0,922,980,5737,922,648
14001,180000,2,1,-1,-1,0,0,2,632,316,6988,466,166,6822,632
14002,500000,1,1,1,1,0,-1,0,7196,-1189,2800,10854,7439,0,13313
14003,360000,1,1,-2,-2,-2,-2,-2,9100,15658,6330,-200,1874,6330,0
14004,50000,1,2,0,0,0,0,0,8003,9025,9406,9805,1153,400,350
14005,220000,1,1,-1,-1,-1,-1,-1,1782,0,80737,2232,0,80737,121953
14006,500000,1,1,0,0,0,2,0,143839,117883,104716,92150,5095,7229,1200
14007,100000,2,2,-1,-1,-2,-2,-2,780,0,0,0,0,0,0
14008,20000,1,2,-1,-1,-1,0,-1,3417,-802,1718,1831,0,3000,1500
14009,80000,3,1,0,0,-1,0,0,76118,78451,25374,20249,3569,26022,133
14010,160000,1,1,-1,-1,-1,-1,-1,827,827,827,827,827,827,827
14011,240000,2,1,1,-1,-1,-1,-2,0,1263,1667,-300,0,1680,1442
14012,450000,3,1,-1,-1,-2,-2,-2,550,0,0,0,0,0,0
14013,50000,3,2,0,-1,2,0,0,34390,810,18035,18670,51000,0,1000
14014,150000,2,1,0,0,0,0,0,27707,28434,30777,32589,1489,2000,1194
14015,290000,2,1,0,0,0,0,0,154336,125684,82204,83832,3010,3000,2500
14016,50000,2,2,0,0,-1,0,0,29632,9856,5411,3192,9021,6000,5000
14017,80000,3,1,-1,-1,2,-2,-1,197,2348,0,16640,352,0,0
14018,50000,2,2,3,2,2,4,3,25867,29133,31208,29375,0,3600,0
14019,50000,2,1,0,0,0,0,0,14040,14903,6662,6060,1032,166,68
14020,500000,2,1,0,0,0,0,0,114374,130999,172515,192589,51343,70000,50000
14021,500000,1,1,-2,-2,-2,-2,-2,3220,0,35498,21199,15040,35498,10894
14022,200000,3,1,0,0,2,0,0,44600,42954,32010,34297,6032,0,3000
14023,30000,3,1,2,2,0,0,0,30678,29893,25352,24920,1957,678,235
14024,80000,3,1,-2,-2,-2,-2,-2,387,2120,4140,1053,15094,4173,0
14025,50000,1,1,1,2,0,0,0,50175,48275,44051,45383,7775,3000,3000
14026,50000,2,1,0,0,2,2,2,42159,43172,45402,47740,4000,0,2300
14027,280000,2,2,0,0,0,0,0,94451,96041,74624,77419,4033,3000,6259
14028,260000,2,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
14029,30000,2,2,1,-1,0,0,0,-802,19786,13167,10074,1154,413,1225
14030,210000,1,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
14031,50000,2,1,0,0,2,0,0,45074,46546,47994,41189,3600,0,1531
14032,20000,2,1,0,0,0,0,0,10747,11558,10310,9838,1150,499,193
14033,310000,1,1,0,0,0,0,0,131559,135970,111214,92805,0,5000,3000
14034,100000,2,1,1,-2,-1,-1,-1,0,0,1054,1054,0,1054,1054
14035,180000,2,2,0,0,0,0,2,161159,151558,156584,164012,7100,6000,6000
14036,100000,1,2,0,0,0,0,0,18999,23699,5781,17277,1227,1000,0
14037,20000,2,2,-1,3,2,-2,-2,11657,11045,0,0,21,10800,0
14038,240000,2,2,0,0,0,0,0,128272,131718,134705,145643,6004,3000,2000
14039,200000,2,2,0,0,0,0,0,200996,194699,153880,158776,9000,8000,6000
14040,30000,2,2,-1,-1,0,0,-1,1104,1162,386,16305,2,2,0
14041,500000,2,2,-1,-1,-1,-1,-1,18410,-10,-601,976,1439,0,4829
14042,230000,3,1,-2,-2,-2,-2,-2,1099,2508,416,416,976,416,416
14043,110000,3,2,0,0,2,0,0,28686,32765,25691,24161,7000,0,5000
14044,230000,1,2,1,-1,-1,-1,-1,1103,16234,4427,41463,65280,4446,9005
14045,80000,1,1,1,2,0,2,0,74081,72329,78180,79570,3300,5600,4000
14046,200000,1,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
14047,80000,3,2,0,0,0,0,0,77499,77838,80528,25171,3013,4000,2000
14048,170000,2,1,0,0,0,0,0,150693,154424,105858,107358,7000,4000,4000
14049,120000,1,1,-1,-1,0,0,-2,413,4480,2280,0,0,200,0
14050,100000,1,1,1,-1,-2,-2,-2,0,5220,0,0,0,0,0
14051,210000,1,2,-1,-1,-2,-1,-1,300878,2250,0,1560,0,0,1838
14052,300000,1,2,-1,-1,-1,-1,-1,3853,1946,3569,0,790,3569,3412
14053,70000,2,2,-1,-1,0,-1,0,390,390,390,390,772,8,989
14054,30000,2,2,-1,-1,-2,-1,-1,944,-764,-2230,9579,0,0,0
14055,30000,2,1,0,0,0,0,0,10874,11896,13162,13705,1215,471,508
14056,80000,2,1,0,0,0,0,0,83093,78682,53338,51026,3060,3000,8500
14057,180000,1,1,-1,-1,-1,-1,-1,29206,16231,25062,23174,8405,25062,8556
14058,360000,1,1,0,0,0,0,-2,164857,192513,117997,0,9300,6000,0
14059,50000,2,1,0,0,0,0,0,48885,48793,30889,29912,2500,2000,1500
14060,170000,5,1,0,0,0,0,0,91109,88263,90797,47707,4400,3827,2331
14061,230000,2,1,-2,-2,-2,-2,-2,0,0,144,0,0,144,0
14062,500000,1,1,-1,-1,-1,-1,-1,6723,17385,32530,17049,32077,32579,16738
14063,30000,2,2,3,3,2,2,2,12894,12404,11912,14328,500,0,1000
14064,120000,1,2,-1,-1,-1,-1,-1,1316,1316,533,9834,1316,533,7100
14065,200000,1,2,-2,-2,-2,-2,-2,3388,-12,1884,7097,1093,1893,488
14066,60000,3,1,0,0,0,-1,-1,26583,24825,12947,700,1206,259,13628
14067,140000,2,2,1,2,0,0,0,143673,146921,142011,128118,0,6000,5000
14068,50000,3,2,0,0,0,0,-2,40151,38951,29422,0,2000,2000,0
14069,90000,2,1,-1,-1,-1,-1,-1,6574,3997,27384,26721,5743,27391,1799
14070,150000,1,2,-1,-1,-2,-1,-1,893,2300,0,0,0,0,0
14071,250000,3,2,-2,-2,-1,-1,-1,686,0,7385,22319,947,7385,2964
14072,100000,2,2,2,0,2,2,-1,17938,20486,9209,78080,3000,0,0
14073,320000,1,1,-1,0,0,0,0,18625,28143,31851,-45,5000,0,0
14074,50000,3,2,0,0,0,0,0,49415,49547,15701,12515,1195,432,291
14075,90000,1,2,1,2,2,2,0,56889,55407,64767,67328,10000,2000,3000
14076,250000,2,2,0,0,0,0,0,212787,218035,228051,237879,9000,9000,9000
14077,120000,2,2,0,0,0,0,0,110686,103869,67313,116654,5000,5000,4593
14078,140000,3,2,0,0,0,0,0,126546,124926,75706,58589,3910,4604,4000
14079,330000,1,2,-1,0,0,0,0,203,1558,53430,40341,40003,15000,25017
14080,500000,1,1,-1,-1,0,0,-1,1901,3800,5239,2680,5239,0,299
14081,30000,2,2,1,2,-1,-1,-1,2706,1261,390,390,390,390,780
14082,80000,1,1,2,2,2,2,2,79950,82956,84457,80159,3000,3000,11000
14083,320000,1,1,1,-1,-1,-1,-1,14,1200,-13,-4,3002,0,0
14084,600000,2,1,0,0,0,0,0,225274,230414,241033,250971,10561,8629,9306
14085,200000,2,2,2,2,2,2,2,76308,78669,79781,80243,0,5500,6100
14086,240000,2,2,1,2,0,0,0,228610,182982,151787,159113,7000,5000,6000
14087,30000,2,1,0,0,0,3,2,6551,8482,12408,12167,1851,2400,0
14088,20000,2,2,0,0,-1,-1,-1,14765,6371,988,1935,4150,988,1316
14089,130000,1,2,0,0,0,0,2,132105,130973,60608,60842,4559,5000,6000
14090,190000,3,1,0,0,0,0,0,94921,97397,102131,106755,4000,4000,4000
14091,470000,1,1,0,0,2,0,0,42974,45277,52932,45537,10000,0,10000
14092,50000,1,2,0,0,2,0,0,15416,17392,17852,20524,1639,0,2000
14093,250000,2,1,0,0,0,0,0,3694,4716,7514,12860,1500,1500,1500
14094,500000,1,1,0,0,0,0,0,193083,210013,230776,255905,15020,20007,26402
14095,500000,1,2,2,0,0,0,0,216657,174694,136067,93532,4699,623,2554
14096,60000,1,2,0,0,0,0,0,16006,16840,18048,12754,1500,500,1000
14097,20000,2,1,1,2,2,3,2,12961,13668,15023,13854,0,2087,0
14098,50000,2,1,1,1,-2,-2,-2,36750,0,0,0,0,0,0
14099,20000,2,1,2,2,0,0,0,21136,20043,19459,19774,2505,2000,500
14100,140000,1,2,0,0,0,0,0,7845,12338,14019,4729,3000,300,6000
14101,80000,2,1,0,0,0,0,0,31333,32365,34043,35448,1556,1219,1314
14102,110000,2,1,0,0,0,2,0,106302,108590,108887,102075,5224,7641,3668
14103,360000,1,2,-2,-2,-2,-2,-2,3377,37305,11379,7081,5749,11436,6109
14104,50000,5,2,0,0,0,0,0,1211,3173,7729,9887,4000,2000,2000
14105,380000,1,1,1,-1,-1,-1,-2,0,2879,3261,0,1395,3261,0
14106,50000,2,1,-2,-2,0,0,2,18750,0,27335,29921,95000,1000,518
14107,300000,2,1,-1,-1,0,0,0,300,97,5897,0,6500,0,30000
14108,360000,1,1,0,0,0,0,-1,55104,52585,8835,2391,1760,204,0
14109,60000,2,2,0,0,2,2,0,27104,28179,30885,30103,2867,1080,2200
14110,30000,2,2,0,0,-1,0,-1,7965,3101,7365,828,3126,7365,8511
14111,120000,1,2,0,0,2,0,0,9383,16571,16043,16706,600,0,619
14112,50000,1,2,-1,-1,-1,-1,-1,1389,722,10100,5489,179,10100,0
14113,150000,2,1,-1,0,0,0,0,4083,10193,13027,83146,4620,3027,6056
14114,50000,2,2,2,2,-2,-2,-1,4338,0,0,74,0,0,390
14115,50000,2,2,0,0,0,0,0,50105,51099,28553,30208,2204,1000,2009
14116,50000,2,1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390
14117,550000,1,2,0,0,0,0,0,257553,251236,240595,220199,9071,8022,6469
14118,190000,2,1,1,2,0,0,-2,49541,48458,38493,0,1400,770,0
14119,310000,2,1,0,0,0,0,0,44981,42940,44925,34303,1460,1936,1249
14120,110000,3,2,0,0,0,0,0,113928,112775,48532,47869,4379,12466,5000
14121,160000,2,1,-1,0,0,0,0,86772,71275,39137,3426,1487,958,390
14122,200000,1,2,0,0,0,2,0,219146,212111,204787,191626,7700,11800,10000
14123,300000,1,2,-1,-1,-1,-1,-1,696,696,696,696,696,696,696
14124,150000,2,2,0,0,0,0,0,86787,89610,75859,75898,4021,2500,1700
14125,90000,6,1,-2,-2,-2,-2,-1,0,0,0,585,0,0,0
14126,210000,1,2,0,-1,0,0,0,6608,3582,32088,62561,63000,20000,15000
14127,360000,1,1,-1,-1,-1,-1,-1,10571,11174,10000,18889,10000,10000,19775
14128,150000,1,2,0,0,0,0,-2,6065,9606,3425,0,1000,0,53082
14129,100000,2,1,-1,2,-1,0,0,296,148,296,0,620,296,563
14130,180000,1,2,-2,-2,-2,-2,-2,4312,2117,2102,0,5944,2102,0
14131,270000,2,1,0,0,0,0,0,110917,114809,103023,96962,6039,3367,3566
14132,60000,2,2,0,0,0,0,0,56765,57849,27126,29085,4000,2000,2000
14133,220000,2,1,2,2,0,0,0,223904,211137,181231,182644,8240,6549,6319
14134,200000,1,2,-1,-1,-1,-1,-1,12716,12453,12474,12500,21957,12474,0
14135,120000,2,2,0,0,0,0,0,20157,19295,10129,12782,1500,1500,2000
14136,500000,1,2,-1,-1,-1,-1,-1,37575,105652,77094,42059,52090,78372,62793
14137,50000,5,2,1,-2,-2,-2,-2,0,0,0,0,0,0,0
14138,30000,5,2,0,0,-2,-2,-2,30000,-720,-1500,0,0,0,0
14139,50000,2,1,0,0,0,-1,0,49008,49198,14448,29199,2021,930,1030
14140,20000,2,1,2,-1,-1,-1,2,390,780,549,780,0,549,0
14141,240000,1,2,1,2,0,0,0,21260,20643,18580,5423,19000,437,5503
14142,30000,1,2,0,0,0,2,0,10480,11503,13804,14066,1209,1500,1500
14143,70000,3,1,0,0,0,0,0,69877,68751,50190,49469,2215,2000,2000
14144,50000,3,1,2,0,0,0,-1,49805,50654,17083,1038,2062,2016,19000
14145,500000,1,2,2,0,2,0,0,98541,102052,78070,80912,13151,0,10000
14146,170000,1,1,0,0,0,0,0,56742,49176,37409,30798,10041,5012,11174
14147,20000,3,2,-1,-1,-1,-1,-2,390,390,780,0,0,780,0
14148,100000,2,2,0,0,0,0,0,94656,88758,89209,81484,4044,3420,2730
14149,20000,1,2,1,2,0,2,0,18551,17469,20234,18225,1576,2396,2500
14150,210000,3,2,-1,-1,-1,0,0,22431,2004,28138,2900,45408,28138,22427
14151,50000,1,1,1,2,0,0,0,48063,46565,8999,5876,1906,500,1000
14152,20000,3,3,1,2,0,-1,-1,4094,1683,1462,6105,2924,0,0
14153,190000,2,2,0,0,0,0,0,58107,60172,63612,67334,3034,2439,3000
14154,20000,2,1,-1,0,-1,-1,-1,4966,3120,2696,2677,2549,2696,3241
14155,220000,1,2,0,0,0,0,0,75538,78315,82199,87284,4000,4000,4000
14156,20000,2,2,-1,-1,-1,-1,-1,780,0,390,12190,390,390,780
14157,140000,3,1,0,0,0,0,0,88966,39565,45793,32283,3000,10000,2000
14158,20000,2,2,0,0,0,0,0,15526,33140,18945,18797,1300,1650,700
14159,210000,1,1,-1,-1,-1,-1,-1,90,90,90,90,90,90,90
14160,220000,1,2,-1,-1,-1,-1,-1,5385,5337,5342,5236,5511,5368,3894
14161,120000,1,1,-1,-1,-1,-1,-1,980,4000,0,0,1000,0,0
14162,50000,2,2,-1,3,0,0,0,10695,10386,9993,0,0,200,0
14163,230000,1,2,1,2,0,2,0,20887,18705,18335,1858,1200,3000,1637
14164,20000,3,2,-1,0,0,0,0,9525,16977,18846,17463,2000,900,0
14165,210000,1,2,0,0,0,0,0,140839,119171,118070,111716,6000,5102,4000
14166,210000,1,2,0,0,0,0,0,204824,209873,111893,105578,10000,5000,4000
14167,10000,1,2,0,0,-1,-1,-1,8188,6780,390,780,390,390,0
14168,100000,2,2,-1,-1,-1,-1,-1,1215,1042,1004,622,1042,1004,622
14169,30000,2,2,0,0,0,0,0,27044,28384,29667,29995,1427,1291,549
14170,300000,1,1,-1,2,-2,-2,-2,7111,7111,0,0,0,0,0
14171,140000,1,2,0,0,0,0,0,60764,62782,65570,69073,2500,3000,3000
14172,50000,2,3,0,0,0,0,0,4943,49411,10076,8610,1285,332,173
14173,200000,2,1,0,0,0,0,0,1296,2035,126429,81305,124500,8000,3000
14174,260000,1,2,-1,-1,-2,-1,-1,1025,799,-1,492,0,0,0
14175,250000,2,1,2,2,0,0,2,29086,33288,34600,38287,0,3000,0
14176,500000,1,1,-2,-2,-2,-2,-2,144430,50001,166818,40268,62646,166853,66607
14177,60000,3,1,2,0,0,0,0,32202,29503,29971,28679,1737,1170,1100
14178,360000,2,2,-1,-1,-1,-1,-1,442,442,442,442,444,444,886
14179,90000,2,1,1,1,-2,-2,-2,28636,-2364,-2364,-2364,0,0,0
14180,150000,2,2,0,0,0,0,0,151686,147474,8173,89731,120000,823,4500
14181,130000,1,2,1,-2,0,0,0,0,0,11108,12233,6244,5000,1000
14182,120000,2,1,0,0,0,0,0,125022,127457,119070,119138,9496,4252,4536
14183,160000,2,2,0,0,0,0,0,128809,127595,111678,104306,4000,5000,4200
14184,500000,3,1,0,0,0,0,0,89574,91782,83633,85522,6052,5038,4022
14185,130000,1,2,-1,-1,-1,-2,-2,500,0,-20,-20,35660,0,5350
14186,360000,1,2,1,-2,0,0,-1,0,0,71610,317,70010,2000,11892
14187,120000,2,1,0,0,0,0,2,115771,118818,108802,84253,5900,4100,17400
14188,240000,2,1,1,-1,-1,-1,-1,0,40529,9795,12522,3211,9795,6199
14189,50000,2,2,0,0,0,0,0,41970,31319,18687,19552,1303,818,559
14190,30000,2,3,0,0,0,0,0,14935,9000,19332,11743,13358,18154,432
14191,50000,1,2,0,0,0,0,2,19456,20486,21788,22756,1400,900,1000
14192,80000,1,1,2,-1,0,-1,0,389,754,390,370,1800,0,399
14193,230000,1,2,0,0,-1,-1,-1,7701,7744,1386,1386,6997,1386,3495
14194,50000,1,1,0,0,0,0,0,46631,46929,22944,24397,1500,824,2796
14195,340000,1,2,0,0,0,0,0,374245,357516,307974,289763,10126,1000,11000
14196,170000,1,2,-2,-2,-2,-2,-2,740,740,740,740,740,740,740
14197,450000,2,2,0,0,0,0,0,14237,17907,15988,13986,1139,2000,0
14198,350000,1,2,-1,-1,-1,0,-1,655,23524,6531,750,5,10971,0
14199,50000,2,1,-1,-1,0,0,0,19061,49738,8771,7464,1906,278,200
14200,210000,2,2,-1,-1,0,0,0,461,6472,73689,66124,80000,2326,0
14201,290000,2,2,1,2,0,0,0,18099,18912,20305,27063,0,2305,2358
14202,180000,1,2,0,0,0,0,0,174847,181556,22800,99550,0,2000,1807
14203,230000,1,2,-1,0,0,-1,0,18482,22938,2845,6781,1000,0,1000
14204,140000,2,1,0,0,0,0,0,125273,125756,107375,106280,6000,3910,3841
14205,30000,1,2,0,-1,-1,0,0,2880,3285,248,-150,0,248,0
14206,140000,1,2,0,0,0,0,0,136170,139270,96340,97068,5100,3300,3498
14207,50000,2,1,0,0,2,0,0,15220,16961,19328,19165,3258,0,587
14208,80000,2,1,-1,-1,-1,0,-1,1941,2132,2146,2761,1667,2146,1073
14209,120000,1,2,0,0,0,0,0,35220,38036,40107,42680,1640,2000,1800
14210,400000,2,2,-2,-2,-2,-2,-2,8948,10306,20511,8342,22263,20568,14187
14211,70000,2,1,0,0,0,0,0,93025,95655,31688,6270,2127,618,0
14212,190000,2,2,0,0,0,2,0,70396,65185,56997,58020,2000,4200,9000
14213,60000,2,1,0,0,0,0,0,57030,48742,31738,29817,2000,1022,1000
14214,20000,3,1,-1,-1,0,0,-1,1118,12776,16449,2021,1000,6782,0
14215,30000,3,2,-1,-1,-2,-2,-2,665,0,0,0,0,0,0
14216,450000,1,1,-1,-1,-2,-2,-2,560,0,0,0,0,0,2274
14217,70000,1,1,0,0,2,2,2,64839,65184,69836,69484,5700,2600,2800
14218,160000,2,1,-1,0,0,0,0,61934,65918,71604,83933,3000,6000,5000
14219,140000,2,1,-1,-1,-1,-1,-1,2290,2290,3365,1707,2292,3365,1707
14220,130000,1,2,0,0,0,0,0,7852,8871,10079,10495,1164,360,540
14221,70000,2,2,2,2,2,2,2,44689,45669,45573,47744,2000,0,2000
14222,10000,3,2,0,0,0,0,0,7165,8647,9431,9075,1141,325,1000
14223,30000,2,2,0,0,0,0,2,29230,30786,27440,29523,0,3000,781
14224,20000,1,2,0,0,-2,-2,-1,15610,18250,0,1000,0,0,8024
14225,360000,2,2,-1,-1,-1,-1,-1,10311,2758,298,60097,1397,298,1200
14226,50000,3,2,2,2,3,3,3,1050,1050,1050,1050,0,0,0
14227,20000,2,2,1,2,0,0,2,16981,16424,18448,20026,1400,1500,0
14228,110000,2,2,-1,-1,-1,-1,-1,10839,2995,4219,6952,2419,4219,5038
14229,150000,1,2,-2,-2,-2,-2,-2,-3,371,0,0,0,0,401
14230,140000,2,1,0,0,0,0,0,21593,17636,14869,12833,2000,2000,600
14231,70000,3,1,0,0,0,0,0,70798,69923,63639,66391,2350,2300,2300
14232,80000,4,2,1,2,0,0,0,87377,84962,32106,31832,2145,1300,1215
14233,80000,1,2,-1,0,0,-1,-1,14939,14457,1156,1469,2000,0,0
14234,50000,2,2,1,2,0,0,0,51116,49042,9753,9352,2327,1072,298
14235,100000,1,2,0,0,0,0,0,14712,19142,40882,5765,20000,3000,2000
14236,130000,2,2,0,0,-2,-2,-2,1923,1995,0,0,0,0,0
14237,400000,1,2,0,0,0,0,0,71991,80225,25858,15967,10268,3000,2007
14238,500000,1,2,-1,-1,0,0,-1,326,628,11604,8642,6290,6000,326
14239,450000,1,2,0,0,-1,-1,-1,20571,37283,5626,11854,20006,5676,13347
14240,80000,1,2,0,0,0,0,0,19891,20650,19478,5120,1424,576,300
14241,500000,1,1,-1,-1,-1,-1,-1,10147,7358,10850,13017,11807,10904,7063
14242,210000,1,2,-2,-2,-2,-1,0,1400,2800,1400,25644,1400,0,75000
14243,440000,1,2,0,0,0,0,0,67594,64042,59545,40049,3000,5000,3000
14244,280000,1,2,0,0,0,0,-1,39664,28033,16567,10171,10006,6000,7900
14245,10000,2,1,2,2,7,7,7,2400,2400,2400,2400,0,0,0
14246,210000,2,1,0,0,0,0,0,124011,119970,65557,64428,3000,3000,2500
14247,100000,1,2,0,0,2,0,0,96644,99119,69299,63601,5900,0,2600
14248,210000,1,2,0,0,-2,-2,-2,6309,0,0,0,0,0,0
14249,500000,1,1,-1,-1,-1,0,0,993,1413,159738,160588,14123,159738,4294
14250,150000,1,1,0,0,0,0,0,65627,64803,61785,57287,2803,2019,2024
14251,390000,1,1,1,-1,0,0,0,30245,227123,210100,203201,38142,15152,15055
14252,100000,2,1,2,0,0,0,0,97361,96265,29152,29949,1500,1500,1964
14253,300000,1,1,-1,-1,-1,-1,-1,5045,688,3645,1800,6495,3681,360
14254,80000,2,1,0,0,0,0,0,79656,80382,30457,30506,2800,1200,1700
14255,50000,2,2,1,2,0,0,0,50781,45429,19896,19168,1617,816,912
14256,200000,2,2,0,0,0,0,0,30833,34322,36749,42459,3000,3000,3000
14257,380000,1,1,-1,-1,-1,-2,-2,7079,10387,316,312,2982,316,1323
14258,90000,3,2,0,0,0,0,0,74818,57334,37251,30869,1502,2006,1500
14259,50000,1,2,2,2,2,2,2,6291,6045,7218,7526,1550,0,800
14260,30000,3,2,-1,-1,-1,-1,-2,770,-10,3797,0,400,3797,0
14261,300000,1,1,0,0,0,0,0,21507,18505,12863,2304,1008,270,19769
14262,20000,3,1,-1,-1,-1,0,0,390,390,21515,0,390,10728,0
14263,50000,1,1,-1,-1,-1,-1,-1,390,390,2728,780,390,2728,0
14264,50000,1,2,0,0,-1,-1,-1,18771,10655,6524,3268,1659,6546,399
14265,70000,2,3,0,0,0,-1,-1,69486,68650,19087,11913,1604,1000,10000
14266,230000,1,1,0,0,0,0,0,124824,102327,100554,107780,5000,4500,4300
14267,290000,2,1,0,0,0,0,0,277449,271080,198869,134187,40504,20000,4012
14268,240000,1,1,-1,-1,-1,-1,-2,511,-5,561,0,0,566,517
14269,330000,1,2,-1,2,-1,-1,-1,2145,636,4009,2307,0,4009,0
14270,300000,1,1,0,0,0,0,-1,87118,56182,52009,3730,10043,1065,1132
14271,160000,1,1,-1,-1,-1,0,-1,326,326,652,476,326,652,326
14272,360000,1,1,0,0,0,0,0,28291,31055,36491,45823,3000,3000,5000
14273,60000,2,3,0,0,2,0,0,59902,61336,57619,2054,4500,17,1000
14274,200000,1,2,0,0,0,0,2,163340,168701,173907,180612,8000,6500,7000
14275,220000,1,2,0,0,0,-2,-2,216194,222220,-2,-2,10050,2,0
14276,500000,2,1,0,0,0,0,0,431195,440304,76519,76684,14783,3000,2385
14277,10000,2,2,0,0,0,0,0,7955,7976,9164,9593,1149,328,192
14278,20000,2,3,1,2,0,0,0,17624,18342,18102,19175,0,647,582
14279,50000,5,1,2,0,2,0,0,24890,25440,25193,27171,28293,0,0
14280,220000,2,2,-1,-1,-1,0,-1,1051,735,1470,735,419,1470,2205
14281,140000,3,1,2,2,2,2,2,110674,131306,135551,134687,0,10000,5300
14282,80000,1,2,0,0,0,2,2,42414,43770,47825,48884,1724,4094,0
14283,70000,1,2,0,0,0,0,0,69023,70601,69013,51271,2500,2100,0
14284,390000,1,1,-2,-1,-1,-1,0,1714,52856,14503,52830,11978,14572,709
14285,10000,2,1,0,0,0,0,-1,8884,8689,6376,1506,3001,350,6276
14286,290000,1,2,0,0,-1,0,-1,22681,25980,118253,13294,10460,118299,14705
14287,280000,3,1,-1,-1,-2,-1,-1,2479,3554,2377,3504,4792,2384,2851
14288,250000,2,1,0,0,0,0,0,180056,179349,29568,30786,1500,1917,1139
14289,80000,2,1,3,2,0,0,0,34282,35006,34820,36258,0,1243,1500
14290,500000,2,1,0,0,0,0,0,207205,208827,201655,202136,7414,6940,19384
14291,50000,2,2,0,0,0,0,0,47974,48527,9999,9138,2000,324,500
14292,20000,3,2,-1,-1,0,0,0,1706,6354,4113,2547,6849,82,16522
14293,50000,2,2,0,0,-1,2,0,16621,8044,18353,18320,917,18436,580
14294,160000,2,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
14295,20000,2,2,2,2,4,4,4,1650,1650,1650,1650,0,0,0
14296,80000,3,1,-1,-1,-1,-1,-1,550,1606,2685,2896,4,2693,0
14297,290000,2,1,0,0,0,-1,0,284298,281970,0,288652,16346,0,12020
14298,20000,3,1,0,0,0,0,0,15706,16849,18683,14374,1110,1500,150
14299,30000,2,1,0,0,2,2,2,26168,27442,29383,33143,3500,0,1000
14300,170000,1,2,-1,2,0,0,0,69013,67397,70616,84140,3800,2800,0
14301,700000,1,1,0,0,0,0,0,450827,389039,325968,286805,11939,10312,20000
14302,50000,3,3,0,0,0,0,0,46199,47179,17945,18557,1289,789,623
14303,200000,1,2,1,-2,-1,-1,-1,0,0,28281,0,50307,28281,3036
14304,20000,2,1,0,0,3,2,0,6599,9315,18472,18487,10000,0,2000
14305,60000,2,1,0,0,0,0,0,95648,56259,16941,14826,4731,2000,5000
14306,160000,3,1,1,-1,-2,-1,0,0,1564,-436,436,0,0,0
14307,370000,2,1,-1,-1,-1,0,-1,13854,3366,13780,10876,2684,13795,10684
14308,500000,3,2,0,0,0,0,0,207406,207479,223660,223940,10000,23660,26542
14309,500000,2,1,-2,-2,-2,-1,0,240927,18676,-3772,288937,9429,3423,9030
14310,50000,1,2,-1,0,0,0,0,45107,30617,18587,18271,2000,1000,2950
14311,140000,1,1,0,0,0,0,0,72462,75297,78171,81427,3000,3000,7500
14312,210000,2,1,-1,-1,-1,-1,-1,390,390,390,150,390,390,780
14313,300000,1,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0
14314,60000,2,2,0,0,0,0,0,55765,56619,18293,18803,1500,1000,3000
14315,80000,2,1,2,2,2,2,2,48463,49484,51246,53069,2000,2000,1000
14316,50000,3,1,-1,0,0,0,0,50899,50527,46952,48831,2000,2000,5021
14317,240000,2,1,0,0,0,0,0,21468,15503,14328,7567,3000,2880,2000
14318,360000,1,2,-1,-1,0,0,2,1994,5305,5228,3827,1007,2006,2989
14319,140000,1,2,0,0,0,0,0,25118,18948,12103,11611,2001,401,1000
14320,310000,1,1,0,0,0,0,0,190704,194111,149146,202293,6000,7000,7000
14321,20000,2,2,0,0,0,0,0,14413,16474,16566,19905,1000,1000,0
14322,140000,2,2,0,0,0,0,0,46605,35797,28354,6723,1683,929,0
14323,440000,1,1,0,0,-1,2,0,14721,5049,1108,1075,499,959,1392
14324,330000,2,1,0,0,0,0,0,17421,18769,17769,13788,1200,510,300
14325,60000,1,2,0,0,0,0,0,29860,30576,32444,33721,1900,1310,1500
14326,120000,2,2,0,0,0,0,0,38842,38973,4293,5128,1200,1000,60000
14327,290000,2,2,-1,-1,-1,-1,-1,8690,-204,302,2345,3600,800,9139
14328,20000,2,2,1,2,2,2,2,14437,15509,14952,15576,535,0,1463
14329,500000,2,1,1,-1,-1,-1,-1,493,1086,561,991,731,561,933
14330,20000,2,2,2,2,2,2,2,150,150,1150,0,0,1000,0
14331,150000,3,1,2,2,2,2,0,11164,11713,12453,12254,500,850,400
