Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
40.6918,12.9648,2.7493,0.4789,0.247,14.5797,13.8019,-10.4653,43.0868,134.069,h
21.3424,21.0822,2.7785,0.6,0.3132,-6.4027,17.53,-10.7113,51.719,169.517,g
26.9176,13.8266,2.6556,0.5105,0.2862,10.101,18.8245,10.4254,50.8313,223.39,h
27.9506,12.6951,2.8149,0.3262,0.1708,14.1589,6.9841,-13.1226,18.513,147.129,g
44.6018,14.0666,2.7878,0.2999,0.1606,-44.1123,15.8585,-6.1134,2.399,166.027,g
56.8378,19.5654,3.2019,0.1796,0.0927,-28.9564,39.7685,-6.703,3.022,245.844,g
123.3622,79.1588,2.3802,0.6458,0.3646,-23.8245,-11.0169,-49.8899,55.07,93.5079,h
46.5362,11.1616,3.1905,0.6019,0.1216,1.0378,-4.8525,7.3821,71.177,256.88,g
44.2587,22.8572,2.6015,0.2233,0.1185,-60.6188,-17.2116,-10.5066,3.009,280.737,g
31.679,10.2589,2.757,0.0808,0.2336,12.2183,22.5681,54.1896,64.5405,331.2244,h
23.2473,21.8888,2.917,0.3329,0.2076,-62.3091,-32.4222,17.9838,34.217,75.377,g
186.19,68.8078,3.7703,0.1867,0.193,11.8583,-134.517,57.216,60.0705,313.962,h
12.9223,11.2174,2.2292,0.7375,0.4336,-14.6013,114.134,9.31,82.7517,126.239,g
118.395,26.2883,3.3119,0.1227,0.0633,60.2279,88.412,-32.7195,10.435,382.969,h
26.1702,17.3918,3.1475,0.2093,0.2145,22.681,48.5582,-17.4804,73.17,256.989,g
43.516,18.6423,2.9571,0.2229,0.1316,5.3992,63.8301,-10.5364,7.658,250.862,g
40.948,13.2824,2.5938,0.2044,0.2076,-1.0806,-28.9942,-5.9997,4.687,205.566,g
38.3309,31.147,2.9868,0.1918,0.1421,-11.0891,89.9887,23.0827,17.724,277.313,g
16.4883,11.4327,2.29,0.3943,0.341,2.5672,-6.7324,6.3345,33.4578,129.21,g
42.1745,21.494,2.2492,0.2698,0.1435,25.5023,31.7311,15.1012,4.9357,204.69,g
21.8895,6.5928,2.2589,0.7328,0.4435,22.1056,14.264,6.5956,68.939,67.6746,h
66.2385,12.9092,3.4546,0.1113,0.057,-7.4822,41.8155,-7.522,11.885,171.864,h
20.8382,10.2682,2.3404,0.4571,0.2201,35.8591,-15.9238,-9.4728,86.8812,222.986,h
22.4975,9.6665,2.536,0.6179,0.3272,-28.7964,12.0999,6.9364,43.6834,145.802,h
34.4997,27.7213,2.9731,0.2394,0.0919,18.066,11.0123,12.8875,11.218,151.092,g
18.2936,12.9298,2.3918,0.5233,0.2819,-0.5436,7.4971,6.7502,43.5251,59.0353,g
19.5478,9.4041,2.3222,0.2906,0.3833,27.0942,12.8937,-4.5847,3.5737,155.316,g
21.081,7.1133,2.0846,0.6749,0.0685,0.2413,-4.9562,-11.7479,61.098,216.558,g
25.4076,23.7252,2.5045,0.1798,0.0899,6.9908,22.618,-12.1938,3.363,214.055,g
36.079,13.2636,2.3793,0.1644,0.2317,37.1098,-17.1724,8.4708,26.3559,147.636,g
113.9722,190.139,3.6078,0.4921,0.3018,95.8983,111.4018,6.8345,14.2829,147.613,h
34.3277,7.4803,2.847,0.3016,0.1529,39.4106,13.5345,3.8834,16.762,198.937,g
50.5583,16.2167,2.8774,0.4082,0.2452,19.8599,48.0472,15.4879,87.5167,227.25,h
35.121,23.1292,2.9001,0.292,0.163,21.3763,-20.562,20.7761,0.143,219.995,g
35.8012,10.2974,2.4354,0.5908,0.3725,37.0027,29.3521,8.6035,37.256,222.43,h
73.334,0.0,3.0904,0.7289,0.0914,12.8417,-30.1416,-15.1066,8.8123,201.984,g
43.9432,20.2598,3.1915,0.1673,0.1623,22.5951,26.6142,-12.753,23.326,126.665,g
40.0484,18.1552,2.7042,0.3162,0.1966,-28.2479,-33.2105,8.5129,1.596,109.076,g
24.7319,12.5763,2.5011,0.446,0.2535,-29.7475,-15.6858,7.071,12.2473,208.052,g
12.8703,11.4444,2.3811,0.736,0.3805,-0.7668,5.6973,11.6208,2.182,204.037,g
21.7835,12.9429,2.4024,0.6134,0.1503,-11.9726,89.3562,-23.2253,59.7327,266.9981,h
28.1746,10.8308,2.4464,0.774,0.2236,14.4768,11.1219,-11.6297,47.407,197.264,g
18.0868,14.8533,2.3865,0.2374,0.499,-4.4861,61.5336,-4.1761,86.01,112.546,h
66.2943,13.8768,3.1339,0.2131,0.1867,12.4525,32.073,14.015,2.314,179.632,g
39.6993,14.0071,2.9836,0.3541,0.1854,23.3634,28.2399,-10.6023,50.0701,247.272,h
30.3292,22.0529,3.3761,0.1527,0.278,53.0492,26.7346,9.7108,37.372,211.71,g
47.334,25.5277,3.1714,0.4082,0.1392,33.5126,-22.5711,3.9519,11.053,183.411,g
156.301,32.2874,2.9312,0.2343,0.133,-154.33,-59.8415,13.0944,4.1613,266.751,g
28.7485,9.6862,2.4108,0.4854,0.1147,38.7305,-15.7221,-6.489,1.068,197.412,g
98.3822,33.8045,3.6669,0.1266,0.2552,-7.7647,10.0191,-22.2867,10.3301,251.0377,h
24.6901,8.6668,2.3454,0.552,0.2551,-7.8361,-23.0419,-10.2571,35.625,43.7536,g
18.4648,16.5703,2.3901,0.4888,0.1103,19.5164,18.5118,-5.8176,25.299,224.699,g
25.9342,16.1378,2.5599,0.2984,0.3631,6.9807,11.5668,-10.976,72.8577,217.8361,h
47.2834,11.7431,2.5944,0.4249,0.1132,34.2181,17.2466,-5.1048,26.3933,256.804,g
43.9615,20.2437,2.6314,0.2092,0.109,-27.2263,-20.6041,14.3218,6.846,189.616,g
42.9665,7.214,2.0473,0.6816,0.3632,-1e-04,-0.4101,5.9771,17.933,163.845,g
27.0699,15.4678,2.6106,0.4514,0.2396,27.2396,7.0115,-9.4341,44.7503,124.1115,h
24.3935,23.1468,2.4683,0.4558,0.2466,0.759,20.3433,15.4142,31.567,207.265,g
96.8163,10.3567,2.2304,0.2889,0.1573,-82.4338,-52.7944,-22.2398,0.192,398.806,g
164.2923,13.3756,2.7509,0.3477,0.1968,-231.6025,156.2367,67.0884,76.9572,244.743,h
57.4159,17.4763,2.8344,0.2738,0.1428,22.4771,60.2797,49.1759,14.6429,219.414,g
22.0892,11.3512,2.4526,0.5503,0.3122,10.6048,66.5987,-8.2886,7.8401,159.286,g
39.0441,15.2609,3.2453,0.4062,0.1043,-4.89,-11.3924,-7.7689,15.109,133.836,g
28.0012,8.888,2.3608,0.5534,0.3177,-35.4918,-12.289,-4.3699,16.315,174.214,g
135.224,102.692,3.3791,0.0632,0.0316,-37.2594,-117.591,57.568,87.0056,347.847,h
95.5849,9.9083,2.6902,0.3531,0.4122,23.7516,87.6339,-5.7289,0.7801,250.242,g
26.1516,17.4999,2.792,0.4019,0.2107,-6.3634,16.6793,-11.4837,33.6328,153.697,g
20.5569,9.3607,2.3711,0.6596,0.4021,-0.7971,-2.3961,-7.9848,75.158,214.83,h
105.125,17.8888,2.3829,0.5507,0.3292,1.1589,-65.8081,9.4186,35.2698,332.175,g
70.7825,23.3308,2.8957,0.2161,0.1143,30.6283,19.4479,-10.3883,0.97,139.356,g
19.2617,17.9343,2.6186,0.4188,0.2419,27.8332,17.8775,5.4552,48.5785,109.587,g
115.1431,53.6635,3.4372,0.2189,0.1304,264.4892,-165.5549,-20.6043,80.2115,249.3844,h
26.1602,9.7963,2.3473,0.3194,0.1625,-17.5915,13.5184,-13.0021,32.534,198.947,g
76.1339,16.5854,2.5416,0.319,0.1739,21.0501,-38.5857,13.7467,49.9476,217.869,h
25.4758,16.9708,2.7789,0.371,0.361,28.7346,15.7739,-12.1401,1.0915,195.541,g
128.5801,23.1532,2.5854,0.3359,0.2119,34.2714,113.4713,17.7786,87.695,132.0683,h
91.6174,39.9496,4.0942,0.0806,0.0406,-105.167,83.687,14.111,3.0094,256.828,g
58.3282,31.4805,3.4804,0.482,0.0848,21.2353,47.8745,12.987,31.8921,229.249,g
48.1464,13.6477,2.5145,0.4258,0.2619,49.9744,41.4617,-12.3916,8.55,85.2292,g
35.2264,19.8659,3.099,0.2978,0.1596,38.1918,85.2885,-11.4725,12.408,228.711,g
26.9052,12.155,2.5259,0.4869,0.2473,-2.601,-20.1639,-7.6542,84.1917,199.24,h
25.6694,7.9491,2.2279,0.668,0.3745,13.9514,18.2915,6.3585,41.133,184.467,h
34.0626,17.4862,2.4346,0.4053,0.2776,31.9945,14.2532,5.8357,24.444,172.186,g
29.0168,17.4193,2.4362,0.3927,0.1905,32.8514,24.9982,8.6123,55.029,154.204,h
45.2808,10.7629,2.243,0.6514,0.103,-3.3785,-24.6513,7.5567,87.0791,238.214,g
61.9078,22.0154,3.3528,0.7562,0.1156,-9.082,36.0049,-6.1961,3.613,236.169,g
22.0627,16.0658,3.2463,0.2133,0.2917,-4.284,63.8294,-18.7463,12.0409,249.045,g
110.8966,37.5048,2.9203,0.1695,0.0885,-96.4045,-140.5629,8.9172,38.7412,170.0706,h
60.1978,74.8536,2.8398,0.2752,0.1376,-47.4358,-119.0453,-5.3056,57.4882,385.3241,h
37.8414,14.444,2.6684,0.4313,0.2886,44.7902,24.8328,-70.1266,74.1629,212.585,h
35.3067,15.7496,2.7966,0.3482,0.1573,46.5003,23.9515,2.4949,4.2873,196.75,g
18.8412,7.4896,2.1599,0.7405,0.474,0.2135,-3.3562,3.5175,45.2279,73.717,g
25.0418,12.4918,2.5676,0.4898,0.2751,-9.9118,-16.346,-5.2092,69.938,207.1403,h
94.7763,12.9384,2.9307,0.1459,0.1601,-23.4967,-47.2513,-38.1709,3.8208,362.2807,h
22.1817,17.2459,3.2588,0.4622,0.2718,9.0398,44.7499,7.6057,26.4744,162.703,g
67.1503,22.1081,3.5688,0.203,0.107,23.031,-35.3548,-2.8329,2.0821,233.178,g
27.435,17.3805,2.639,0.3559,0.217,-23.49,-18.7215,-8.0961,21.0606,63.1648,g
24.2157,12.8576,2.2304,0.5529,0.3029,-13.5348,1.7156,-5.9639,2.8878,191.307,g
20.8139,8.5075,2.3243,0.6777,0.4336,-21.057,17.7857,-1.3472,9.508,189.241,g
22.8614,10.4089,2.5938,0.5452,0.3121,-10.6677,14.8602,-10.4829,67.051,69.9651,h
19.285,37.7714,3.1772,0.1749,0.2546,30.3418,27.4409,-16.5403,26.155,270.507,h
41.6172,27.5223,3.3406,0.2131,0.1134,1.9107,42.088,-13.3336,25.23,135.35,g
28.5676,18.562,2.3493,0.7427,0.1837,2.7163,5.2195,-11.643,8.016,181.981,g
24.8026,12.3618,2.7969,0.5103,0.2719,-15.3475,19.1818,-4.8639,7.5907,123.204,g
28.8411,24.2392,3.041,0.2994,0.1706,-1.76,16.486,12.5005,3.9914,147.604,g
68.4649,26.1448,3.6148,0.2689,0.1103,-66.8395,70.7059,23.048,6.348,294.581,g
80.171,28.1233,3.6012,0.2016,0.1226,-66.8663,65.0741,17.0847,10.3828,273.41,g
102.309,37.0624,2.6289,0.1118,0.0601,44.7869,97.4187,-15.2572,2.334,165.201,g
20.9113,9.5,2.2175,0.6242,0.3848,-2.1989,14.0473,-9.3651,9.5021,105.88,g
90.3339,15.0755,2.4548,0.2033,0.2614,29.7285,-43.3006,-10.6761,89.7187,115.433,g
26.4332,15.5201,2.5441,0.4829,0.3271,-11.8765,-8.1889,15.7883,5.3365,147.446,g
26.6994,12.5862,2.4495,0.5828,0.3098,-11.4379,-13.5974,-8.6863,50.0471,93.9195,g
54.1831,36.0961,3.5828,0.2232,0.1277,1.5139,46.6229,-28.8992,0.42,342.689,g
29.9576,15.6641,2.4014,0.4251,0.2163,38.0549,-12.2435,-7.4131,7.8241,138.462,g
28.4307,11.4872,2.2504,0.8309,0.323,-35.756,-5.0305,-13.5183,10.318,225.182,g
13.1759,23.6559,3.6799,0.1381,0.0737,48.5331,103.768,-17.6458,8.886,245.257,g
28.5956,22.7532,2.9865,0.3227,0.1521,23.5217,40.3722,8.5649,15.3487,279.069,g
132.752,40.9525,3.4564,0.1266,0.0648,-321.583,154.833,14.8635,9.8339,119.642,h
70.4188,27.2113,2.6238,0.3948,0.2295,-78.9582,-21.8642,8.7735,13.734,319.286,g
79.2015,22.8151,3.4651,0.1648,0.0913,30.7493,74.5319,10.3423,4.884,218.029,g
27.6835,32.7119,3.6197,0.2403,0.1608,15.5486,61.0854,-11.9985,3.4717,104.301,g
22.5861,17.7805,2.3314,0.4709,0.2401,-2.9073,10.0913,-12.28,86.1352,160.435,h
30.8869,9.174,2.7885,0.3938,0.24,-9.2235,16.341,6.2712,9.0144,120.91,g
21.2246,16.198,3.0962,0.4828,0.2841,-114.156,-77.29,-10.6791,2.759,373.338,h
20.2891,10.2394,2.2856,0.5459,0.3065,4.7428,-15.8841,-8.4202,2.323,113.0,g
92.1583,44.5853,3.9172,0.1208,0.074,14.9997,0.5949,28.9691,8.116,292.406,g
35.8248,13.4182,2.6656,0.3715,0.1998,50.6212,17.5123,13.0549,6.6856,217.976,g
21.295,16.3565,2.6015,0.4286,0.2438,-11.1212,-7.3477,14.4123,12.4043,122.118,g
12.7005,27.3866,3.4156,0.7078,0.0901,36.2166,-9.2572,8.8155,18.557,174.246,g
56.0878,20.6539,3.102,0.2948,0.1552,87.4934,44.3306,17.0808,58.8046,329.4015,h
27.6058,11.2261,2.2648,0.3964,0.3125,43.7001,14.8442,-2.4271,3.631,203.443,g
109.387,10.4653,2.1658,0.7782,0.5017,12.886,5.2943,-9.3984,19.086,91.9877,h
91.2979,51.3509,3.9785,0.135,0.1152,-13.2794,43.3393,26.0257,0.5731,327.217,g
27.4263,14.7348,2.9586,0.3681,0.1973,2.7899,-39.2609,-17.1435,8.9147,157.4754,h
13.0005,20.8554,2.1658,0.4,0.4949,28.2809,2.8342,-16.6342,48.743,262.144,g
28.3437,21.3609,2.8882,0.392,0.1365,22.6867,15.8221,-4.2037,11.4725,260.77,g
12.602,11.8298,2.0354,0.3007,0.3733,15.9804,19.839,-18.3691,24.3712,135.762,g
34.7469,14.7559,2.527,0.4458,0.2273,16.4935,27.33,6.4425,3.009,226.797,g
44.6665,0.0,2.7206,0.255,0.1361,-67.3175,21.4992,-12.8329,1.3387,113.882,h
97.4259,56.9767,4.2944,0.06,0.0308,2.8408,81.796,-33.3058,4.934,201.771,g
66.9995,11.4038,2.3365,0.1359,0.0694,-2.5906,6.0221,10.8849,10.758,181.856,g
24.0118,15.2278,2.4509,0.5743,0.3037,-8.7836,-85.9259,-29.6661,29.8353,222.739,h
34.4984,10.7224,2.6091,0.7584,0.2153,14.7093,18.3466,-11.8347,6.43,222.018,g
35.8551,15.7666,2.3493,0.497,0.2438,35.1417,19.8454,-5.2142,36.8528,206.465,g
43.7671,29.7969,3.4,0.1855,0.1037,21.5615,33.4166,-23.0803,27.622,131.255,g
24.2385,11.8624,2.5922,0.4859,0.3333,9.9459,-9.8535,6.817,10.9363,178.879,g
38.8369,102.19,3.3067,0.7878,0.487,4.4262,2.5094,-4.4784,16.1763,196.938,h
58.5847,16.5447,3.0613,0.2171,0.1177,-75.8154,-26.7368,12.2408,4.933,226.425,g
218.3761,125.694,4.4838,0.1384,0.0815,-309.069,90.6984,-149.5513,75.4364,322.0775,h
81.4119,37.6561,2.2504,0.1098,0.0571,81.8419,-17.4113,-28.5965,27.549,219.208,g
70.0753,19.3644,3.1517,0.2327,0.2818,35.245,-17.0311,-8.1105,47.746,244.546,g
51.0604,17.6144,3.0821,0.2785,0.1476,6.6605,22.0442,15.0057,5.5823,173.32,g
20.7386,12.6304,2.5334,0.5593,0.262,2.1886,17.8583,15.2668,29.934,132.66,g
68.9272,23.1967,3.4497,0.1811,0.0945,16.1875,58.9925,-10.5944,4.554,291.219,g
70.2768,20.6811,3.1963,0.2348,0.1244,83.3498,48.9676,-12.3834,2.9261,206.165,g
17.5567,10.2585,2.3838,0.6859,0.3781,4.3642,-9.1216,-7.6008,20.564,174.837,g
24.2018,10.4544,2.4949,0.3648,0.1936,-28.5714,-20.3157,7.953,15.096,101.912,g
26.3148,18.4591,2.8274,0.3884,0.2418,7.8003,-12.8794,-5.2099,13.776,117.24,g
94.1467,17.4503,3.0249,0.3154,0.1903,-14.1273,46.0408,-20.1648,1.505,347.551,g
225.4103,37.3156,3.9479,0.1757,0.0424,216.646,-115.0507,-34.4469,17.7686,170.6206,h
69.675,31.6251,3.894,0.1257,0.0634,57.3539,57.6605,14.7282,1.649,267.464,g
27.574,8.8831,2.6968,0.6312,0.3226,27.3165,26.7603,10.9588,13.3971,212.04,h
54.025,17.8851,3.0241,0.2753,0.167,21.5915,43.6579,-7.4647,2.499,266.968,g
56.3022,16.2811,2.8932,0.282,0.1698,45.197,42.6022,-11.2161,9.7527,232.56,g
59.2332,24.4358,2.9687,0.7429,0.1316,-0.9994,6.1041,4.226,3.6478,131.125,g
34.3176,17.1682,2.7536,0.4229,0.172,22.936,13.0578,-18.4647,8.107,240.381,h
13.1823,21.3825,2.7941,0.7822,0.4646,5.5036,4.3486,11.0363,0.428,196.47,g
37.802,62.2637,3.1089,0.2335,0.1179,-105.193,-149.97,45.9173,64.802,222.395,h
72.8641,11.6825,3.1635,0.1599,0.0827,18.8737,44.6984,11.0733,0.343,119.839,g
59.4155,26.6722,3.3559,0.7107,0.416,-10.1246,3.7607,-11.4634,2.602,205.348,g
78.5819,20.0958,3.3377,0.1531,0.079,13.815,62.8954,-11.0144,23.2244,199.864,g
20.8203,14.9753,2.5038,0.3503,0.1873,22.2022,14.7743,-2.6286,0.2353,178.539,g
31.6449,16.559,2.666,0.4758,0.1456,-0.6528,-12.193,-12.4431,3.7388,88.9212,g
49.1229,16.2729,2.6138,0.4477,0.2324,9.9814,-33.3052,-11.1896,5.5254,169.305,g
35.2052,16.3031,3.8254,0.3136,0.1585,29.0163,22.683,-6.6872,4.8245,159.71,g
51.6337,16.4992,2.721,0.4392,0.2519,16.669,23.3348,-8.9524,17.512,152.866,g
19.0902,8.9402,2.3579,0.6886,0.0314,-4.5386,141.9655,-10.3342,71.376,153.163,h
23.6759,16.0355,2.5072,0.3733,0.1975,-26.4721,-11.8603,-9.1242,6.1882,183.255,g
21.2876,11.4904,2.4771,0.6284,0.4117,21.3773,-20.5012,6.0657,5.8091,203.685,g
20.8126,20.344,2.2443,0.7977,0.5726,16.5804,18.6435,-6.1087,49.2261,59.3725,g
43.8482,9.1549,2.4495,0.2168,0.3037,32.6871,-22.5105,5.205,28.6994,222.013,g
20.47,19.9695,2.3086,0.457,0.2482,15.4241,19.5763,15.8197,0.964,211.318,g
48.8204,9.7049,2.7189,0.5826,0.4136,-94.2813,59.1152,9.545,4.5898,282.387,g
98.3474,41.8692,2.2911,0.3423,0.3862,-66.4291,-87.8181,11.3796,26.902,343.841,h
20.1058,29.8464,3.6069,0.6167,0.1042,22.5169,12.3937,-1.9347,16.6925,122.258,g
19.8183,11.2351,2.1569,0.3791,0.4146,-35.4735,-8.4532,5.0759,17.8692,249.918,g
28.6935,10.8189,2.4749,0.5796,0.33,21.8341,21.4259,7.4897,10.347,240.523,g
22.3382,11.8207,2.3512,0.5212,0.3274,26.1748,12.4227,-10.4829,79.532,236.446,h
142.5279,61.8344,3.9882,0.0805,0.0631,73.647,94.7292,-83.6275,0.2862,276.2978,h
15.9013,11.8234,2.905,0.3248,0.2383,24.1464,-3.4544,-9.5313,14.781,191.503,g
23.9911,16.2626,2.5159,0.4709,0.2367,18.8501,14.9584,-11.417,4.869,156.565,g
23.4503,16.4117,2.4843,0.5055,0.2527,10.4535,17.472,-12.5569,1.9502,169.273,g
24.424,44.1341,2.4734,0.3947,0.6224,11.1066,-9.3485,30.0577,48.3799,161.8753,h
21.5228,15.8935,2.7616,0.4329,0.3152,16.9705,-8.6944,8.6056,37.555,68.2,g
31.4759,22.0192,2.8439,0.3481,0.2271,22.4252,26.7747,19.1181,40.964,177.735,g
20.4556,22.0464,2.4928,0.6114,0.3083,37.86,17.8799,-9.3744,23.821,245.704,g
16.6762,16.1934,3.153,0.4072,0.3124,-5.9387,83.3217,-5.4097,77.0349,153.2177,h
11.152,23.4769,3.0045,0.2622,0.3654,19.5918,77.0281,-4.4147,62.037,129.9786,h
182.1988,30.1159,3.6056,0.1217,0.0534,-235.4168,-218.1265,13.2204,2.0516,93.7571,h
66.7794,16.3312,2.5807,0.3774,0.2363,12.1854,-46.8947,-7.5701,24.948,83.1796,h
128.1116,8.9525,2.6199,0.4901,0.1023,-50.0587,17.8951,-20.4238,54.7903,154.5261,h
59.0112,26.2465,2.2799,0.1691,0.0921,48.3117,45.5126,-17.2875,1.8811,206.842,g
39.2543,56.024,3.3631,0.0875,0.2187,-121.718,35.0212,10.8387,25.286,95.5379,h
35.1096,15.7362,2.8341,0.422,0.1482,-17.2608,31.9554,3.2093,15.31,199.166,g
20.0503,7.2266,3.2918,0.7616,0.156,4.0452,49.6372,5.2307,8.8309,186.949,g
51.6966,15.3206,2.5224,0.3582,0.1969,-9.8548,-25.4308,-8.1007,11.3396,198.377,g
38.1486,8.632,2.5276,0.4448,0.3487,20.9577,25.1428,-13.8307,2.1748,233.9802,h
15.0428,12.1241,2.3579,0.6579,0.3618,-2.5418,1.1126,-45.216,43.0169,66.4591,g
16.2353,11.6609,2.2601,0.6044,0.1176,1.8728,-6.0473,-13.9395,87.5679,44.9558,g
44.7279,23.7658,3.0867,0.1219,0.0867,-35.9781,42.8226,12.6565,38.6209,138.8302,h
42.5159,10.6929,2.8241,0.4742,0.2629,44.8754,40.5346,9.3207,85.3938,217.612,h
19.1601,16.964,2.7701,0.4793,0.1604,0.3788,-12.8277,11.5767,6.2697,122.241,g
25.3202,9.612,2.5569,0.5982,0.3925,0.4347,9.1392,4.8182,27.1728,216.813,g
24.7466,9.5039,2.3118,0.6195,0.3585,28.0634,-9.7974,8.1713,26.733,132.136,g
39.6497,18.5031,2.791,0.2633,0.1371,-27.144,-26.5298,-7.481,3.3533,135.167,g
114.5368,89.9911,2.7896,0.1221,0.0487,-136.3077,-44.7882,-63.781,74.7184,338.6713,h
26.6497,14.2671,2.6375,0.3295,0.1832,9.3045,-23.3255,-7.6983,11.7935,198.647,g
30.5904,16.5965,2.7063,0.3441,0.2016,5.9967,17.8634,10.7776,62.601,195.0,g
30.9108,11.5379,2.6794,0.41,0.2827,-10.1397,-26.5375,10.6892,61.92,174.149,h
117.106,62.2117,3.2183,0.1706,0.0935,104.91,81.6349,-23.698,24.99,68.1707,h
168.6169,95.4345,3.6384,0.4797,0.2531,-165.1025,-62.3979,-87.2004,31.7599,185.7593,h
20.5839,29.2116,2.4191,0.4724,0.2648,42.8506,12.7741,17.8452,0.035,146.772,g
18.7961,10.2594,2.9745,0.3043,0.3129,-52.1882,-9.8311,-2.0507,0.288,211.826,g
38.941,22.4191,2.1446,0.2234,0.1265,23.2233,27.294,-13.0111,13.913,131.992,g
37.742,24.3346,3.0404,0.2478,0.1508,5.998,34.4104,13.7756,24.216,131.601,g
25.0814,17.2814,2.8176,0.3645,0.2686,0.6169,9.6426,-4.942,16.3615,130.519,g
17.1067,190.139,3.6078,0.6185,0.0546,444.401,-162.07,13.0816,64.5036,65.1721,h
37.149,15.6313,2.6698,0.4171,0.2107,-20.8306,-28.8526,-12.6656,13.729,187.392,g
39.5797,22.1835,3.0941,0.2762,0.1437,-0.2811,36.3933,13.3279,10.476,109.621,g
65.5503,8.807,2.2833,0.651,0.3724,-72.8799,23.2664,3.2946,89.7323,89.1692,g
88.7648,8.0634,2.3212,0.5107,0.1247,25.9521,-14.5768,-1.9102,4.094,357.315,g
69.3556,31.9822,3.2231,0.3093,0.1744,-52.6569,-42.0622,6.3984,62.918,289.286,h
28.3624,0.0061,2.1917,0.6817,0.3505,29.0353,9.5525,1e-04,27.4515,166.428,g
80.3865,10.3235,3.2061,0.7143,0.4433,-7.1192,83.2999,40.3784,71.226,110.134,h
161.2946,58.6567,3.6,0.0956,0.0371,68.0089,179.7483,-51.5118,43.786,121.3655,h
37.6703,26.7813,2.9325,0.2943,0.1492,11.3102,38.4251,20.525,22.5259,122.277,h
19.35,15.8593,2.617,0.4396,0.2307,-16.4521,-9.2286,-9.9663,27.722,148.094,g
37.2577,12.0793,2.8262,0.356,0.2037,17.0539,58.8225,6.037,30.015,61.1727,h
34.4005,23.3132,2.6955,0.379,0.3445,-9.6563,30.9815,3.6126,1.775,121.056,g
62.0635,17.3895,2.7782,0.3667,0.2292,71.2981,52.4938,-11.1993,3.9526,254.026,g
51.8055,99.8859,4.55,0.1749,0.0047,8.4382,-44.1334,75.8539,38.281,224.9873,h
36.8545,8.8556,2.7152,0.4997,0.2792,-11.9309,-15.9908,14.7398,45.3487,162.3352,h
39.0281,9.4129,2.7336,0.4044,0.2151,32.9133,20.8016,7.7568,31.528,160.542,h
20.7106,12.0267,2.4976,0.7288,0.3861,15.5219,18.6448,-2.4377,33.5626,263.1362,h
12.8636,11.458,2.1629,0.307,0.3746,15.0668,-4.409,-11.6822,35.0558,35.3937,g
22.1048,14.8267,2.5315,0.55,0.2926,-16.8134,-17.7512,12.2279,20.363,151.762,g
268.5557,134.0939,3.5845,0.1817,0.0541,325.4172,113.3479,-101.6647,75.2391,116.3868,h
25.0206,16.2989,2.5593,0.306,0.1761,-3.3811,11.6297,-8.7452,24.4741,99.7426,g
26.152,19.8181,2.6623,0.3264,0.359,-21.6316,28.4118,5.4768,3.348,194.465,g
120.5135,76.9018,3.9939,0.0944,0.2225,5.8043,-93.5224,-63.8389,84.6874,408.3166,h
92.7752,1.141,2.4893,0.3501,0.3533,36.9342,-66.2954,-0.9609,3.0299,326.514,g
17.976,10.8252,2.2227,0.3222,0.2665,0.4726,-5.1607,2.8358,52.227,328.602,g
111.7246,56.7521,2.2055,0.1608,0.0843,129.8734,61.8305,10.5023,30.6901,148.4478,h
52.4962,25.9855,3.2056,0.2068,0.1124,40.9586,31.1899,-11.331,3.3842,207.298,g
109.7919,54.1205,3.1834,0.0775,0.0975,-156.3544,70.3151,-34.0523,24.995,98.018,h
53.3661,24.7587,3.3111,0.2169,0.0909,5.2783,-64.3496,48.8312,80.8215,82.4875,h
76.7265,46.1018,3.0732,0.1526,0.079,14.4336,38.8298,-40.4289,11.6527,140.9653,h
25.7531,10.5474,2.3531,0.5277,0.3082,9.8709,19.1897,-7.8541,9.1325,225.413,g
90.9129,16.3463,3.1958,0.3426,0.1067,58.8868,61.2636,15.7956,16.96,316.564,g
80.0634,31.6829,3.7285,0.1104,0.0556,30.1971,73.1529,-12.4444,0.57,286.451,g
23.0836,7.9626,2.4768,0.5502,0.2914,6.1961,17.5819,4.4002,26.3074,229.118,h
51.0346,11.3994,2.3107,0.7384,0.3888,-15.0756,5.9163,16.6606,9.203,198.152,g
23.3777,1.4962,2.5881,0.8786,0.4769,2.3891,2.0856,17.369,81.7357,137.2634,h
19.7875,7.7654,2.4609,0.7301,0.5588,15.9196,-38.3537,-1.9004,27.373,81.1201,h
42.7059,15.6046,2.6898,0.4229,0.3342,18.4418,-5.5253,-12.217,32.549,158.688,h
55.732,11.8657,2.6994,0.4456,0.3167,10.9849,47.0535,3.955,7.346,220.98,g
21.3094,13.277,2.555,0.5203,0.3284,9.153,26.1503,-2.1074,22.6937,62.6729,h
88.4182,21.1515,2.8169,0.1727,0.1066,24.5525,28.8838,5.4101,75.3651,219.1073,h
27.5742,17.0818,2.3711,0.4019,0.2103,19.6482,-13.1492,-9.0689,46.5757,105.134,h
45.6321,22.71,2.5058,0.2213,0.1215,-18.3986,-20.6427,-14.3164,0.3822,178.255,g
30.6697,21.2076,3.0378,0.2997,0.1618,-3.9523,17.1893,-11.1739,23.142,102.192,g
25.7066,14.1612,2.4362,0.4029,0.207,26.9531,19.4335,-18.6334,7.6209,115.872,g
